raw_affiliation,status,institution_id,institution_name,institution_type,country_code,lineage,score,matched_via,candidate
"Institute of Electrical Measurement and Sensor Systems, Graz University of Technology, Graz, Austria",auto,https://openalex.org/I4092182,Graz University of Technology,education,AT,https://openalex.org/I4092182,1.000,Graz University of Technology,Graz University of Technology
Institute of Electrical and Micro Engineering,auto,https://openalex.org/I4210099603,Institute of Electrodynamics,facility,UA,https://openalex.org/I149851306|https://openalex.org/I4210099603,0.950,nasu institute of electrical engineering,Institute of Electrical
"Institute of Electro-Optical Engineering, National Taipei University of Technology, Taipei City, Taiwan",auto,https://openalex.org/I118292597,National Taipei University of Technology,education,TW,https://openalex.org/I118292597,1.000,National Taipei University of Technology,National Taipei University of Technology
"Institute of Electro-Optical Engineering, National Taipei University of Technology, Taipei, Taiwan",auto,https://openalex.org/I118292597,National Taipei University of Technology,education,TW,https://openalex.org/I118292597,1.000,National Taipei University of Technology,National Taipei University of Technology
"Institute of Electromagnetic Fields, ETH Zurich, Zurich, Switzerland",auto,https://openalex.org/I35440088,ETH Zurich,education,CH,https://openalex.org/I2799323385|https://openalex.org/I35440088,1.000,ETH Zurich,ETH Zurich
"Institute of Electromagnetic Fields, ETH Zürich, Zürich, Switzerland",auto,https://openalex.org/I35440088,ETH Zurich,education,CH,https://openalex.org/I2799323385|https://openalex.org/I35440088,1.000,ETH Zürich,ETH Zürich
"Institute of Electronic Design Automatin, Peking University, Wuxi, Jiangsu, China",auto,https://openalex.org/I20231570,Peking University,education,CN,https://openalex.org/I20231570,1.000,Peking University,Peking University
"Institute of Electronic Design Automation, Peking University, Wuxi, China",auto,https://openalex.org/I20231570,Peking University,education,CN,https://openalex.org/I20231570,1.000,Peking University,Peking University
"Institute of Electronic Design Automation, Peking University, Wuxi, JiangSu, China",auto,https://openalex.org/I20231570,Peking University,education,CN,https://openalex.org/I20231570,1.000,Peking University,Peking University
"Institute of Electronic Design Automation, Peking University, Wuxi, Jiangsu, China",auto,https://openalex.org/I20231570,Peking University,education,CN,https://openalex.org/I20231570,1.000,Peking University,Peking University
"Institute of Electronic Design Automation, Peking University, Wxi, China",auto,https://openalex.org/I20231570,Peking University,education,CN,https://openalex.org/I20231570,1.000,Peking University,Peking University
"Institute of Electronic Design Automation, Peking University,Wuxi,China",auto,https://openalex.org/I20231570,Peking University,education,CN,https://openalex.org/I20231570,1.000,Peking University,Peking University
"Institute of Electronic Systems, Warsaw University of Technology, Warsaw, Poland",auto,https://openalex.org/I108403487,Warsaw University of Technology,education,PL,https://openalex.org/I108403487,1.000,Warsaw University of Technology,Warsaw University of Technology
"Institute of Electronics Engineering, National Tsing Hua University, Hsinchu, Taiwan",auto,https://openalex.org/I25846049,National Tsing Hua University,education,TW,https://openalex.org/I25846049,1.000,National Tsing Hua University,National Tsing Hua University
Institute of Electronics and Information Industry Technology of Kash,auto,https://openalex.org/I4210117802,Institute of Electronics,nonprofit,BG,https://openalex.org/I24768866|https://openalex.org/I4210117802,1.000,Institute of Electronics,Institute of Electronics
"Institute of Electronics, Communications and Information Technology (ECIT), Queen's University,Belfast",auto,https://openalex.org/I4210117802,Institute of Electronics,nonprofit,BG,https://openalex.org/I24768866|https://openalex.org/I4210117802,1.000,Institute of Electronics,Institute of Electronics
"Institute of Electronics, National Yang Ming Chiao Tung University, Hsinchu City, Taiwan",auto,https://openalex.org/I148366613,National Yang Ming Chiao Tung University,education,TW,https://openalex.org/I148366613,1.000,National Yang Ming Chiao Tung University,National Yang Ming Chiao Tung University
"Institute of Electronics, National Yang Ming Chiao Tung University, Hsinchu, Taiwan",auto,https://openalex.org/I148366613,National Yang Ming Chiao Tung University,education,TW,https://openalex.org/I148366613,1.000,National Yang Ming Chiao Tung University,National Yang Ming Chiao Tung University
"Institute of Experimental Physics, Graz University of Technology",auto,https://openalex.org/I4210091658,Institute of Experimental Physics of the Slovak Academy of Sciences,facility,SK,https://openalex.org/I207624831|https://openalex.org/I4210091658,1.000,Institute of Experimental Physics,Institute of Experimental Physics
Institute of Fundamental Physics IFF-CSIC,unmatched,,,,,,0.000,,
"Institute of Fundamental and Frontier Sciences, University of Electronic Science and Technology of China (UESTC), Chengdu, China",auto,https://openalex.org/I150229711,University of Electronic Science and Technology of China,education,CN,https://openalex.org/I150229711,1.000,UESTC,UESTC
"Institute of Fundamental and Frontier Sciences, University of Electronic Science and Technology of China, Chengdu, China",auto,https://openalex.org/I150229711,University of Electronic Science and Technology of China,education,CN,https://openalex.org/I150229711,1.000,University of Electronic Science and Technology of China,University of Electronic Science and Technology of China
"Institute of Geophysics, China Earthquake Administration, Beijing, China",auto,https://openalex.org/I90149893,China Earthquake Administration,facility,CN,https://openalex.org/I90149893,1.000,China Earthquake Administration,China Earthquake Administration
"Institute of High Performance Computing (IHPC), Agency for Science, Technology and Research (A*STAR),Singapore",auto,https://openalex.org/I3004594783,Institute of High Performance Computing,facility,SG,https://openalex.org/I115228651|https://openalex.org/I3004594783|https://openalex.org/I91275662,1.000,IHPC,IHPC
"Institute of High Performance Computing, A*STAR, Singapore National University of Singapore,Singapore",auto,https://openalex.org/I3004594783,Institute of High Performance Computing,facility,SG,https://openalex.org/I115228651|https://openalex.org/I3004594783|https://openalex.org/I91275662,1.000,Institute of High Performance Computing,Institute of High Performance Computing
"Institute of High Performance Computing, Agency for Science, Technology and Research (A*STAR), Singapore",auto,https://openalex.org/I115228651,"Agency for Science, Technology and Research",government,SG,https://openalex.org/I115228651,1.000,A*STAR,A*STAR
"Institute of Imaging and Biomedical Photonics, National Yang Ming Chiao Tung University, Tainan, Taiwan",auto,https://openalex.org/I148366613,National Yang Ming Chiao Tung University,education,TW,https://openalex.org/I148366613,1.000,National Yang Ming Chiao Tung University,National Yang Ming Chiao Tung University
"Institute of Industrial Science, The University of Tokyo, Meguro, Japan",auto,https://openalex.org/I74801974,The University of Tokyo,education,JP,https://openalex.org/I74801974,1.000,The University of Tokyo,The University of Tokyo
"Institute of Information Photonics and Optical Communications, Beijing University of Posts and Telecommunication, Beijing, China",auto,https://openalex.org/I139759216,Beijing University of Posts and Telecommunications,education,CN,https://openalex.org/I139759216,0.950,beijing university of posts and telecommunications,Beijing University of Posts
"Institute of Information Science, Academia Sinica, Taipei, Taiwan",auto,https://openalex.org/I4210147455,Institute of Information Science,education,SI,https://openalex.org/I4210147455,1.000,Institute of Information Science,Institute of Information Science
"Institute of Information Science, Academia Sinica,Taipei,Taiwan",auto,https://openalex.org/I4210147455,Institute of Information Science,education,SI,https://openalex.org/I4210147455,1.000,Institute of Information Science,Institute of Information Science
"Institute of Information Science, Taipei, Taiwan (R.O.C)",auto,https://openalex.org/I4210147455,Institute of Information Science,education,SI,https://openalex.org/I4210147455,1.000,Institute of Information Science,Institute of Information Science
"Institute of Information Science,Academia Sinica,Taiwan",auto,https://openalex.org/I4210147455,Institute of Information Science,education,SI,https://openalex.org/I4210147455,1.000,Institute of Information Science,Institute of Information Science
"Institute of Information Technology of Guilin, Guilin University of Electronic Technology, Guilin, China",auto,https://openalex.org/I5343935,Guilin University of Electronic Technology,education,CN,https://openalex.org/I5343935,1.000,Guilin University of Electronic Technology,Guilin University of Electronic Technology
"Institute of Innovative Research (IIR), Tokyo Institute of Technology, Yokohama, Japan",auto,https://openalex.org/I63434480,Institute of International Relations Prague,facility,CZ,https://openalex.org/I63434480,1.000,IIR,IIR
"Institute of Innovative Research, Tokyo Institute of Technology, Yokohama, Japan",auto,https://openalex.org/I114531698,Tokyo Institute of Technology,education,JP,https://openalex.org/I114531698,1.000,Tokyo Institute of Technology,Tokyo Institute of Technology
"Institute of Integrated Photonics (IPH), RWTH Aachen University, Aachen, Germany",auto,https://openalex.org/I4210135999,Institut de Paléontologie Humaine,facility,FR,https://openalex.org/I4210135999,1.000,IPH,IPH
"Institute of Integrated Photonics, RWTH Aachen University, Aachen, Germany",auto,https://openalex.org/I887968799,RWTH Aachen University,education,DE,https://openalex.org/I887968799,1.000,RWTH Aachen University,RWTH Aachen University
"Institute of Intelligent Communication and Network Security, Chongqing University of Posts and Telecommunications, Chongqing, China",auto,https://openalex.org/I10535382,Chongqing University of Posts and Telecommunications,education,CN,https://openalex.org/I10535382,1.000,Chongqing University of Posts and Telecommunications,Chongqing University of Posts and Telecommunications
"Institute of Laser Engineering, Faculty of Materials and Manufacturing, Beijing University of Technology, Beijing, China",auto,https://openalex.org/I37796252,Beijing University of Technology,education,CN,https://openalex.org/I37796252,1.000,Beijing University of Technology,Beijing University of Technology
"Institute of Laser and Optoelectronics, School of Precision Instrument and Optoelectronics Engineering, Tianjin University, Tianjin, China",auto,https://openalex.org/I162868743,Tianjin University,education,CN,https://openalex.org/I162868743,1.000,Tianjin University,Tianjin University
"Institute of Laser, Qilu University of Technology (Shandong Academy of Sciences), Jinan, China",auto,https://openalex.org/I4210142748,Shandong Academy of Sciences,education,CN,https://openalex.org/I4210142748,1.000,Shandong Academy of Sciences,Shandong Academy of Sciences
"Institute of Liberal Arts and Sciences, Nagoya Univerisity, Nagoya, Aichi, Japan",auto,https://openalex.org/I875066120,Unity College,education,US,https://openalex.org/I875066120,0.950,unity institute of liberal arts and sciences,Institute of Liberal Arts and Sciences
"Institute of Light+X Science and Technology, Faculty of Electrical Engineering and Computer Science, Ningbo University, Ningbo, China",auto,https://openalex.org/I109935558,Ningbo University,education,CN,https://openalex.org/I109935558,1.000,Ningbo University,Ningbo University
"Institute of Lightwave Technology, Key Lab of All Optical Network and Advanced Telecommunication Network, Ministry of Education, Beijing Jiaotong University, Beijing, China",auto,https://openalex.org/I21193070,Beijing Jiaotong University,education,CN,https://openalex.org/I21193070,1.000,Beijing Jiaotong University,Beijing Jiaotong University
"Institute of Lightwave Technology, Key Laboratory of All Optical Network and Advanced Telecommunication Network, Ministry of Education, Beijing Jiaotong University, Beijing, China",auto,https://openalex.org/I21193070,Beijing Jiaotong University,education,CN,https://openalex.org/I21193070,1.000,Beijing Jiaotong University,Beijing Jiaotong University
"Institute of Lightwave Technology, School of Electronic Science and Engineering, Xiamen University, Xiamen, China",auto,https://openalex.org/I191208505,Xiamen University,education,CN,https://openalex.org/I191208505,1.000,Xiamen University,Xiamen University
"Institute of Logistics Science and Engineering, Shanghai Maritime University, Shanghai, China",auto,https://openalex.org/I96733725,Shanghai Maritime University,education,CN,https://openalex.org/I96733725,1.000,Shanghai Maritime University,Shanghai Maritime University
Institute of Materials Physics,auto,https://openalex.org/I4210114611,"Czech Academy of Sciences, Institute of Physics of Materials",facility,CZ,https://openalex.org/I202391551|https://openalex.org/I4210114611,0.950,"czech academy of sciences, institute of physics of materials",Institute of Materials Physics
"Institute of Materials Research and Engineering (IMRE), Agency for Science, Technology and Research (A*STAR), Singapore",auto,https://openalex.org/I4210123095,Institute of Materials Research and Engineering,facility,SG,https://openalex.org/I115228651|https://openalex.org/I4210123095|https://openalex.org/I91275662,1.000,IMRE,IMRE
"Institute of Materials Research and Engineering, Agency for Science, Technology and Research (A*STAR), Singapore",auto,https://openalex.org/I115228651,"Agency for Science, Technology and Research",government,SG,https://openalex.org/I115228651,1.000,A*STAR,A*STAR
"Institute of Mathematics, University of Valladolid, Spain",auto,https://openalex.org/I4210148301,Institute of Mathematics,facility,VN,https://openalex.org/I4210148301|https://openalex.org/I70349855,1.000,Institute of Mathematics,Institute of Mathematics
"Institute of Mechanical Intelligence, Scuola Superiore Sant'Anna, Pisa, Italy",auto,https://openalex.org/I162290304,Scuola Superiore Sant'Anna,education,IT,https://openalex.org/I162290304,1.000,Scuola Superiore Sant'Anna,Scuola Superiore Sant'Anna
"Institute of Memory Technology R&D, Kioxia Corporation,Yokohama,Japan",manual,,,company,,,0.850,yokohama municipal minato red cross hospital,Yokohama
"Institute of Memory Technology R&D,Kioxia Corporation,Yokkaichi,Japan",manual,,,company,,,0.850,ki,Kioxia
"Institute of Microelectronic, Chinese Academy of Sciences, Beijing, China",auto,https://openalex.org/I19820366,Chinese Academy of Sciences,government,CN,https://openalex.org/I19820366,1.000,Chinese Academy of Sciences,Chinese Academy of Sciences
Institute of Microelectronics,auto,https://openalex.org/I4210090209,Institute of Microelectronics,facility,SG,https://openalex.org/I115228651|https://openalex.org/I4210090209|https://openalex.org/I91275662,1.000,Institute of Microelectronics,Institute of Microelectronics
"Institute of Microelectronics and Optoelectronics, Warsaw University of Technology, Warsaw, Poland",auto,https://openalex.org/I108403487,Warsaw University of Technology,education,PL,https://openalex.org/I108403487,1.000,Warsaw University of Technology,Warsaw University of Technology
"Institute of Microelectronics and Optoelectronics, Warsaw University of Technology, Warszawa, Poland",auto,https://openalex.org/I108403487,Warsaw University of Technology,education,PL,https://openalex.org/I108403487,1.000,Warsaw University of Technology,Warsaw University of Technology
"Institute of Microelectronics and Photonics, Lukasiewicz Research Network, Warsaw, Poland",auto,https://openalex.org/I4210090209,Institute of Microelectronics,facility,SG,https://openalex.org/I115228651|https://openalex.org/I4210090209|https://openalex.org/I91275662,1.000,Institute of Microelectronics,Institute of Microelectronics
"Institute of Microelectronics and Photonics, Łukasiewicz Research Network, Warsaw, Poland",auto,https://openalex.org/I4210129336,Łukasiewicz Research Network,facility,PL,https://openalex.org/I4210129336,1.000,Łukasiewicz Research Network,Łukasiewicz Research Network
"Institute of Microelectronics of Chinese Academy of Sciences,Beijing,China,100029",manual,,"Institute of Microelectronics, Chinese Academy of Sciences",education,CN,,0.850,beijing geriatric hospital,Beijing
"Institute of Microelectronics of Chinese Academy of Sciences,ICAC,Beijing,China,100029",manual,,"Institute of Microelectronics, Chinese Academy of Sciences",education,CN,,0.850,beijing geriatric hospital,Beijing
"Institute of Microelectronics of Chinese Academy of Sciences,State Key Laboratory of Fabrication Technologies for Integrated Circuits,Beijing,China",manual,,"Institute of Microelectronics, Chinese Academy of Sciences",education,CN,,0.850,beijing geriatric hospital,Beijing
"Institute of Microelectronics of the Chinese Academy of Sciences (IMECAS),State key Lab of Fabrication Technologies for Integrated Circuits,Beijing,China",manual,,"Institute of Microelectronics, Chinese Academy of Sciences",education,CN,,0.850,imec,IMECAS
"Institute of Microelectronics of the Chinese Academy of Sciences,State Key Lab of Fabrication Technologies for Integrated Circuits,Beijing,China",manual,,"Institute of Microelectronics, Chinese Academy of Sciences",education,CN,,0.850,beijing geriatric hospital,Beijing
"Institute of Microelectronics, A*STAR (Agency for, Science, Technology and Research), Science Park II, Singapore",auto,https://openalex.org/I4210090209,Institute of Microelectronics,facility,SG,https://openalex.org/I115228651|https://openalex.org/I4210090209|https://openalex.org/I91275662,1.000,Institute of Microelectronics,Institute of Microelectronics
"Institute of Microelectronics, Agency for Science, Technology and Research (A*STAR),Singapore",auto,https://openalex.org/I115228651,"Agency for Science, Technology and Research",government,SG,https://openalex.org/I115228651,1.000,A*STAR,A*STAR
"Institute of Microelectronics, Agency for Science, Technology and Research (A*STAR),Singapore,117685",auto,https://openalex.org/I115228651,"Agency for Science, Technology and Research",government,SG,https://openalex.org/I115228651,1.000,A*STAR,A*STAR
"Institute of Microelectronics, CAS, Beijing, China",auto,https://openalex.org/I4210090209,Institute of Microelectronics,facility,SG,https://openalex.org/I115228651|https://openalex.org/I4210090209|https://openalex.org/I91275662,1.000,Institute of Microelectronics,Institute of Microelectronics
"Institute of Microelectronics, Chinese Academy of Sciences",auto,https://openalex.org/I4210090209,Institute of Microelectronics,facility,SG,https://openalex.org/I115228651|https://openalex.org/I4210090209|https://openalex.org/I91275662,1.000,Institute of Microelectronics,Institute of Microelectronics
"Institute of Microelectronics, Chinese Academy of Sciences,State Key Laboratory of Fabrication Technologies for Integrated Circuits,Beijing,China",auto,https://openalex.org/I4210090209,Institute of Microelectronics,facility,SG,https://openalex.org/I115228651|https://openalex.org/I4210090209|https://openalex.org/I91275662,1.000,Institute of Microelectronics,Institute of Microelectronics
"Institute of Modern Optics, Nankai University, Tianjin Key Laboratory of Micro-scale Optical Information Science and Technology, Tianjin, China",auto,https://openalex.org/I205237279,Nankai University,education,CN,https://openalex.org/I205237279,1.000,Nankai University,Nankai University
"Institute of Modern Optics, Nankai University, Tianjin, China",auto,https://openalex.org/I205237279,Nankai University,education,CN,https://openalex.org/I205237279,1.000,Nankai University,Nankai University
"Institute of Modern Optics, Tianjin Key Laboratory of Micro-scale Optical Information Science and Technology, Nankai University, Tianjin, China",auto,https://openalex.org/I205237279,Nankai University,education,CN,https://openalex.org/I205237279,1.000,Nankai University,Nankai University
Institute of Nanotechnology,auto,https://openalex.org/I4210123207,Institute of Nanotechnology,nonprofit,GB,https://openalex.org/I4210123207,1.000,Institute of Nanotechnology,Institute of Nanotechnology
"Institute of Nanotechnology, Karlsruhe Institute of Technology, Eggenstein-Leopoldshafen, Germany",auto,https://openalex.org/I102335020,Karlsruhe Institute of Technology,education,DE,https://openalex.org/I102335020|https://openalex.org/I1305996414,1.000,Karlsruhe Institute of Technology,Karlsruhe Institute of Technology
"Institute of Optics and Electronics, Jiangsu Key Laboratory for Optoelectronic Detection of Atmosphere and Ocean, Jiangsu International Joint Laboratory on Meteorological Photonics and Optoelectronic Detection, Nanjing University of Information Science & Technology, Nanjing, China",auto,https://openalex.org/I4210128284,"Institute of Optics and Electronics, Chinese Academy of Sciences",facility,CN,https://openalex.org/I19820366|https://openalex.org/I4210128284,1.000,Institute of Optics and Electronics,Institute of Optics and Electronics
"Institute of Optics and Electronics, Jiangsu Key Laboratory for Optoelectronic Detection of Atmosphere and Ocean, Jiangsu International Joint Laboratory on Meterological Photonics and Optoelectronic Detection, Nanjing University of Information Science and Technology, Nanjing, China",auto,https://openalex.org/I200845125,Nanjing University of Information Science and Technology,education,CN,https://openalex.org/I200845125,1.000,Nanjing University of Information Science and Technology,Nanjing University of Information Science and Technology
"Institute of Optics and Electronics, Nanjing University of Information Science and Technology, Nanjing, China",auto,https://openalex.org/I200845125,Nanjing University of Information Science and Technology,education,CN,https://openalex.org/I200845125,1.000,Nanjing University of Information Science and Technology,Nanjing University of Information Science and Technology
"Institute of Optics, Information and Photonics, University Erlangen-Nuremberg",auto,https://openalex.org/I181369854,Friedrich-Alexander-Universität Erlangen-Nürnberg,education,DE,https://openalex.org/I181369854,0.950,university of erlangen-nuremberg,University Erlangen-Nuremberg
"Institute of Optics, University of Rochester",auto,https://openalex.org/I5388228,University of Rochester,education,US,https://openalex.org/I5388228,1.000,University of Rochester,University of Rochester
"Institute of Optics, University of Rochester, Rochester, NY, USA",auto,https://openalex.org/I5388228,University of Rochester,education,US,https://openalex.org/I5388228,1.000,University of Rochester,University of Rochester
"Institute of Optoelectronic Technology and the Centre for THz Research, China Jiliang University, Hangzhou, China",auto,https://openalex.org/I55538621,China Jiliang University,education,CN,https://openalex.org/I55538621,1.000,China Jiliang University,China Jiliang University
"Institute of Optoelectronic Technology, China Jiliang University, Hangzhou, China",auto,https://openalex.org/I55538621,China Jiliang University,education,CN,https://openalex.org/I55538621,1.000,China Jiliang University,China Jiliang University
"Institute of Photonic Integration, Eindhoven University of Technology, Eindhoven, NL, The Netherlands",auto,https://openalex.org/I83019370,Eindhoven University of Technology,education,NL,https://openalex.org/I83019370,1.000,Eindhoven University of Technology,Eindhoven University of Technology
"Institute of Photonic System, National Yang Ming Chiao Tung University, Tainan, Taiwan",auto,https://openalex.org/I148366613,National Yang Ming Chiao Tung University,education,TW,https://openalex.org/I148366613,1.000,National Yang Ming Chiao Tung University,National Yang Ming Chiao Tung University
"Institute of Photonics Technologies and Department of Electrical Engineering, National Tsing Hua University, Hsinchu, Taiwan",auto,https://openalex.org/I25846049,National Tsing Hua University,education,TW,https://openalex.org/I25846049,1.000,National Tsing Hua University,National Tsing Hua University
"Institute of Photonics Technologies, National Tsing Hua University, Hsinchu, Taiwan",auto,https://openalex.org/I25846049,National Tsing Hua University,education,TW,https://openalex.org/I25846049,1.000,National Tsing Hua University,National Tsing Hua University
"Institute of Photonics Technology, Jinan University of Technology, Guangzhou, China",unmatched,,,,,,0.000,,
"Institute of Photonics Technology, Jinan University, Guangzhou, China",auto,https://openalex.org/I4210146271,Jinan University,education,LB,https://openalex.org/I4210146271,1.000,Jinan University,Jinan University
"Institute of Photonics Technology, Jinan University, Guangzhou, Guangdong, China",auto,https://openalex.org/I4210146271,Jinan University,education,LB,https://openalex.org/I4210146271,1.000,Jinan University,Jinan University
"Institute of Photonics and Electronics of the Czech Academy of Sciences, Prague, Czech Republic",auto,https://openalex.org/I4210162693,"Czech Academy of Sciences, Institute of Photonics and Electronics",facility,CZ,https://openalex.org/I202391551|https://openalex.org/I4210162693,1.000,Institute of Photonics and Electronics of the Czech Academy of Sciences,Institute of Photonics and Electronics of the Czech Academy of Sciences
"Institute of Photonics and Quantum Electronics (IPQ) and the Institute of Microstructure Technology (IMT), Karlsruhe Institute of Technology (KIT), Karlsruhe, Germany",auto,https://openalex.org/I4210117046,Instituto Português Da Qualidade,government,PT,https://openalex.org/I4210117046,1.000,IPQ,IPQ
"Institute of Photonics and Quantum Electronics, Karlsruhe Institute of Technology, Karlsruhe, Germany",auto,https://openalex.org/I102335020,Karlsruhe Institute of Technology,education,DE,https://openalex.org/I102335020|https://openalex.org/I1305996414,1.000,Karlsruhe Institute of Technology,Karlsruhe Institute of Technology
"Institute of Photonics, Department of Physics, University of Strathclyde, Glassgow, U.K.",auto,https://openalex.org/I181647926,University of Strathclyde,education,GB,https://openalex.org/I181647926,1.000,University of Strathclyde,University of Strathclyde
"Institute of Photonics, and Optical Science (IPOS), School of Physics, University of Sydney, Camperdown, NSW, Australia",auto,https://openalex.org/I129604602,The University of Sydney,education,AU,https://openalex.org/I129604602,1.000,University of Sydney,University of Sydney
"Institute of Physical Chemistry, Polish Academy of Sciences, Warsaw, Poland",auto,https://openalex.org/I4210086053,Institute of Physical Chemistry,facility,BG,https://openalex.org/I24768866|https://openalex.org/I4210086053,1.000,Institute of Physical Chemistry,Institute of Physical Chemistry
"Institute of Physics of Rosario, Rosario, Argentina",auto,https://openalex.org/I4210136553,Institute of Physics Rosario,facility,AR,https://openalex.org/I151201029|https://openalex.org/I4141589|https://openalex.org/I4210107757|https://openalex.org/I4210123736|https://openalex.org/I4210136553|https://openalex.org/I4387155568,0.950,institute of physics rosario,Institute of Physics of Rosario
"Institute of Physics, Chinese Academy of Sciences",auto,https://openalex.org/I19820366,Chinese Academy of Sciences,government,CN,https://openalex.org/I19820366,1.000,Chinese Academy of Sciences,Chinese Academy of Sciences
"Institute of Physics, Faculty of Physics, Astronomy and Informatics, Nicolaus Copernicus University, Toruń, Poland",auto,https://openalex.org/I3019271933,Nicolaus Copernicus University,education,PL,https://openalex.org/I3019271933,1.000,Nicolaus Copernicus University,Nicolaus Copernicus University
"Institute of Physics, Polish Academy of Sciences",auto,https://openalex.org/I99542240,Polish Academy of Sciences,government,PL,https://openalex.org/I99542240,1.000,Polish Academy of Sciences,Polish Academy of Sciences
"Institute of Physics, Technical University of Lodz, Lodz, Poland",auto,https://openalex.org/I188884621,Lodz University of Technology,education,PL,https://openalex.org/I188884621,1.000,Technical University of Lodz,Technical University of Lodz
"Institute of Physics, University of Graz",auto,https://openalex.org/I75705878,Institute of Physics,facility,UA,https://openalex.org/I149851306|https://openalex.org/I75705878,1.000,Institute of Physics,Institute of Physics
Institute of Precision Mechanics and Control of the Russian Academy of Sciences,auto,https://openalex.org/I3018851911,Institute of Precision Mechanics,facility,PL,https://openalex.org/I3018851911,1.000,Institute of Precision Mechanics,Institute of Precision Mechanics
Institute of Problems of Chemical Physics,auto,https://openalex.org/I4210118280,Institute of Problems of Chemical Physics,facility,RU,https://openalex.org/I1313323035|https://openalex.org/I4210118280|https://openalex.org/I4210145551,1.000,Institute of Problems of Chemical Physics,Institute of Problems of Chemical Physics
Institute of Problems of Chemical Physics of RAS,unmatched,,,,,,0.000,,
"Institute of Quantum Information and Technology, Nanjing University of Posts and Telecommunications, Nanjing, China",auto,https://openalex.org/I41198531,Nanjing University of Posts and Telecommunications,education,CN,https://openalex.org/I41198531,1.000,Nanjing University of Posts and Telecommunications,Nanjing University of Posts and Telecommunications
Institute of Radiation Physics,auto,https://openalex.org/I4387154143,Institute of Radiation Physics,facility,,https://openalex.org/I2802229882|https://openalex.org/I4387154143,1.000,Institute of Radiation Physics,Institute of Radiation Physics
"Institute of Radio Astronomy, National Institute for Astrophysics, Medicina, BO, Italy",auto,https://openalex.org/I875825670,National Institute for Astrophysics,funder,IT,https://openalex.org/I875825670,1.000,National Institute for Astrophysics,National Institute for Astrophysics
Institute of Science Tokyo,auto,https://openalex.org/I4400009020,Institute of Science Tokyo,education,,https://openalex.org/I4400009020,1.000,Institute of Science Tokyo,Institute of Science Tokyo
Institute of Scientific Instruments,auto,https://openalex.org/I4210124512,"Czech Academy of Sciences, Institute of Scientific Instruments",facility,CZ,https://openalex.org/I202391551|https://openalex.org/I4210124512,1.000,Institute of Scientific Instruments,Institute of Scientific Instruments
Institute of Scientific Instruments of the Czech Academy of Sciences,auto,https://openalex.org/I4210124512,"Czech Academy of Sciences, Institute of Scientific Instruments",facility,CZ,https://openalex.org/I202391551|https://openalex.org/I4210124512,1.000,Institute of Scientific Instruments of the Czech Academy of Sciences,Institute of Scientific Instruments of the Czech Academy of Sciences
"Institute of Semiconductors, Chinese Academy of Sciences, Beijing, China",auto,https://openalex.org/I4210149211,Institute of Semiconductors,facility,CN,https://openalex.org/I19820366|https://openalex.org/I4210149211,1.000,Institute of Semiconductors,Institute of Semiconductors
"Institute of Signal Processing and Transmission, Nanjing University of Posts and Telecommunications, Nanjing, China",auto,https://openalex.org/I41198531,Nanjing University of Posts and Telecommunications,education,CN,https://openalex.org/I41198531,1.000,Nanjing University of Posts and Telecommunications,Nanjing University of Posts and Telecommunications
"Institute of Smart Cities and the Department of Electrical, Electronic and Communications Engineering, Public University of Navarre, Pamplona, Spain",auto,https://openalex.org/I175051016,Universidad Pública de Navarra (UPNA),education,ES,https://openalex.org/I175051016,1.000,Public University of Navarre,Public University of Navarre
"Institute of Smart Cities and the Department of Electrical, Electronic, and Communications Engineering, Universidad Pública de Navarra, Pamplona, Spain",auto,https://openalex.org/I175051016,Universidad Pública de Navarra (UPNA),education,ES,https://openalex.org/I175051016,1.000,Universidad Pública de Navarra,Universidad Pública de Navarra
"Institute of Smart Cities and the Electrical and Electronic Engineering Department, Public University of Navarre, Pamplona, Spain",auto,https://openalex.org/I175051016,Universidad Pública de Navarra (UPNA),education,ES,https://openalex.org/I175051016,1.000,Public University of Navarre,Public University of Navarre
"Institute of Smart Cities, Electrical, Electronic, and Communications Engineering Department, Universidad Pública de Navarra, Pamplona, Spain",auto,https://openalex.org/I175051016,Universidad Pública de Navarra (UPNA),education,ES,https://openalex.org/I175051016,1.000,Universidad Pública de Navarra,Universidad Pública de Navarra
"Institute of Software, Chinese Academy of Sciences,Key Laboratory of System Software (Chinese Academy of Sciences) and State Key Laboratory of Computer Science,Beijing,China",auto,https://openalex.org/I19820366,Chinese Academy of Sciences,government,CN,https://openalex.org/I19820366,1.000,Chinese Academy of Sciences,Chinese Academy of Sciences
Institute of Solid State Electronics,unmatched,,,,,,0.000,,
Institute of Solid State Physics of the Russian Academy of Sciences,unmatched,,,,,,0.000,,
Institute of Southwestern Communication,unmatched,,,,,,0.000,,
Institute of Technical Physics and Materials Science,auto,https://openalex.org/I4210106108,Xinjiang Technical Institute of Physics & Chemistry,facility,CN,https://openalex.org/I19820366|https://openalex.org/I4210106108,0.950,xinjiang technical institute of physics & chemistry,Institute of Technical Physics
"Institute of Telecommunications and Multimedia (ITEAM), Universitat Politècnica de València, Camino de Vera, Valencia, Spain",auto,https://openalex.org/I60053951,Universitat Politècnica de València,education,ES,https://openalex.org/I60053951,1.000,Universitat Politècnica de València,Universitat Politècnica de València
